operation_id,source,is_real_corpus,quality_label,composite_quality_score,generating_element_rank_score,hybrid_score
mc_borderline_0038,monte_carlo_borderline_operation,False,acceptable,0.8020053616891103,-9.194850392372323e-08,0.8606577688563
mc_random_perm_0134,monte_carlo_random_permutation,False,acceptable,0.8020053616891103,-1.64289935074791e-07,0.8600442911690955
mc_borderline_0027,monte_carlo_borderline_operation,False,acceptable,0.7951489847875546,-1.3473785602053034e-07,0.8554954380989747
mc_random_perm_0150,monte_carlo_random_permutation,False,acceptable,0.788292607885999,-2.1598410354389972e-07,0.8500069809865585
mc_borderline_0004,monte_carlo_borderline_operation,False,acceptable,0.788292607885999,-4.3364794180065897e-07,0.8481611243874129
mc_borderline_0005,monte_carlo_borderline_operation,False,acceptable,0.7705691307046668,-4.664566710417959e-08,0.8390365892204563
mc_random_perm_0015,monte_carlo_random_permutation,False,acceptable,0.7705691307046668,-4.664566710417959e-08,0.8390365892204563
mc_borderline_0032,monte_carlo_borderline_operation,False,acceptable,0.7705691307046668,-7.317849077829973e-08,0.838811582677959
mc_random_perm_0251,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-9.571985729629096e-08,0.8372924532811474
mc_random_perm_0241,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-9.951707647763414e-08,0.837260251689278
mc_borderline_0063,monte_carlo_borderline_operation,False,acceptable,0.7686720283557771,-1.4166524978759243e-07,0.8369028221572565
mc_random_perm_0204,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-2.380579896299466e-07,0.8360853819413128
mc_random_perm_0189,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-2.5261792847725166e-07,0.8359619091613613
mc_random_perm_0083,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-2.648574716109385e-07,0.8358581140539849
mc_random_perm_0075,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-3.706644051500606e-07,0.8349608385668266
mc_borderline_0012,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-4.220416872558567e-07,0.8345251433407355
mc_borderline_0081,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-4.220416872558567e-07,0.8345251433407355
mc_random_perm_0237,monte_carlo_random_permutation,False,acceptable,0.7637127538031112,-5.680375897380909e-08,0.8341509816318078
mc_random_perm_0101,monte_carlo_random_permutation,False,acceptable,0.7637127538031112,-6.254726664558388e-08,0.8341022749122025
mc_borderline_0015,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-7.190165187899699e-08,0.8340229468352358
mc_borderline_0112,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-7.666378651304008e-08,0.8339825624622015
mc_borderline_0070,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-7.666378651304008e-08,0.8339825624622015
mc_borderline_0053,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-5.703881829299907e-07,0.8332671192233936
mc_random_perm_0224,monte_carlo_random_permutation,False,acceptable,0.7618156514542213,-6.03918110207788e-08,0.8327925821976403
mc_random_perm_0092,monte_carlo_random_permutation,False,acceptable,0.7618156514542214,-1.4546931677771352e-07,0.8320710986627639
mc_borderline_0003,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-1.8109138380219415e-07,0.8317690125283883
mc_borderline_0062,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-2.0232760383998127e-07,0.8315889228211976
mc_borderline_0031,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-4.104613892983425e-07,0.8298238840142449
mc_random_perm_0200,monte_carlo_random_permutation,False,acceptable,0.7568563769015555,-5.1272651046631443e-08,0.8293984233048655
mc_random_perm_0229,monte_carlo_random_permutation,False,acceptable,0.7568563769015555,-7.421699885029217e-08,0.8292038481464667
mc_borderline_0000,monte_carlo_borderline_operation,False,acceptable,0.7549592745526656,-1.8073524097520084e-07,0.8269725688985081
mc_random_perm_0016,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-2.2735938182170663e-07,0.826577181778855
mc_random_perm_0031,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-2.6843399872078155e-07,0.8262288563368901
mc_random_perm_0121,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-2.790968982062667e-07,0.8261384316547797
mc_borderline_0087,monte_carlo_borderline_operation,False,acceptable,0.7549592745526658,-2.8650657211087846e-07,0.8260755953307313
mc_borderline_0050,monte_carlo_borderline_operation,False,acceptable,0.7549592745526658,-3.119815541724656e-07,0.8258595596119453
mc_random_perm_0157,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-4.319704959440029e-07,0.8248420163132177
mc_random_perm_0178,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-4.356557100899488e-07,0.8248107645586542
mc_random_perm_0071,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-4.7568251069528846e-07,0.8244713249225999
mc_borderline_0094,monte_carlo_borderline_operation,False,acceptable,0.7549592745526658,-5.016428786941758e-07,0.824251172981098
mc_random_perm_0110,monte_carlo_random_permutation,False,acceptable,0.7549592745526656,-5.666061995157907e-07,0.8237002639490725
mc_borderline_0026,monte_carlo_borderline_operation,False,acceptable,0.7499999999999999,-2.470589691448672e-07,0.8229386310049855
mc_borderline_0088,monte_carlo_borderline_operation,False,acceptable,0.7372357973713336,-6.636305863308433e-08,0.8155360463149541
mc_random_perm_0248,monte_carlo_random_permutation,False,acceptable,0.7372357973713335,-6.659176875207269e-08,0.8155341067824813
mc_random_perm_0056,monte_carlo_random_permutation,False,acceptable,0.7372357973713336,-8.451821580529004e-08,0.8153820849728073
