operation_id,source,is_real_corpus,quality_label,composite_quality_score,generating_element_rank_score,hybrid_score
mc_random_perm_0134,monte_carlo_random_permutation,False,acceptable,0.8020053616891103,-5.6782322814793525e-08,0.8607950374350958
mc_borderline_0038,monte_carlo_borderline_operation,False,acceptable,0.8020053616891103,-5.6782322814793525e-08,0.8607950374350958
mc_borderline_0027,monte_carlo_borderline_operation,False,acceptable,0.7951489847875546,-5.6782322814793525e-08,0.8559955736040068
mc_random_perm_0150,monte_carlo_random_permutation,False,acceptable,0.788292607885999,-5.6782322814793525e-08,0.8511961097729179
mc_borderline_0004,monte_carlo_borderline_operation,False,acceptable,0.788292607885999,-5.6782322814793525e-08,0.8511961097729179
mc_borderline_0032,monte_carlo_borderline_operation,False,acceptable,0.7705691307046668,-5.6782322814793525e-08,0.8387896757459854
mc_random_perm_0015,monte_carlo_random_permutation,False,acceptable,0.7705691307046668,-5.6782322814793525e-08,0.8387896757459854
mc_borderline_0005,monte_carlo_borderline_operation,False,acceptable,0.7705691307046668,-5.6782322814793525e-08,0.8387896757459854
mc_random_perm_0251,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-6.618009489899048e-08,0.8373585937171542
mc_borderline_0081,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-6.618009489899048e-08,0.8373585937171542
mc_borderline_0012,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-6.618009489899048e-08,0.8373585937171542
mc_random_perm_0189,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-6.618009489899048e-08,0.8373585937171542
mc_borderline_0053,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-6.618009489899048e-08,0.8373585937171542
mc_random_perm_0241,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-9.060213832123124e-08,0.8370906401779932
mc_random_perm_0204,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-9.488785439559779e-08,0.8370436181999338
mc_random_perm_0083,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-1.7092830424163827e-07,0.8362093183297973
mc_borderline_0063,monte_carlo_borderline_operation,False,acceptable,0.7686720283557771,-1.7092830424163827e-07,0.8362093183297973
mc_borderline_0015,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-5.6782322814793525e-08,0.8339902119148964
mc_borderline_0112,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-5.6782322814793525e-08,0.8339902119148964
mc_random_perm_0237,monte_carlo_random_permutation,False,acceptable,0.7637127538031112,-5.6782322814793525e-08,0.8339902119148964
mc_random_perm_0101,monte_carlo_random_permutation,False,acceptable,0.7637127538031112,-5.6782322814793525e-08,0.8339902119148964
mc_borderline_0070,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-5.6782322814793525e-08,0.8339902119148964
mc_random_perm_0092,monte_carlo_random_permutation,False,acceptable,0.7618156514542214,-6.548212983680998e-08,0.8325667878123653
mc_borderline_0062,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-6.548212983680998e-08,0.8325667878123653
mc_random_perm_0224,monte_carlo_random_permutation,False,acceptable,0.7618156514542213,-6.618009489899048e-08,0.8325591298860651
mc_borderline_0003,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-9.488785439559779e-08,0.8322441543688448
mc_borderline_0031,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-1.4489975857985152e-07,0.8316954342435603
mc_random_perm_0200,monte_carlo_random_permutation,False,acceptable,0.7568563769015555,-5.6782322814793525e-08,0.8291907480838074
mc_random_perm_0229,monte_carlo_random_permutation,False,acceptable,0.7568563769015555,-5.6782322814793525e-08,0.8291907480838074
mc_random_perm_0016,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-5.548987595825026e-08,0.8278769568954704
mc_borderline_0087,monte_carlo_borderline_operation,False,acceptable,0.7549592745526658,-5.548987595825026e-08,0.8278769568954704
mc_random_perm_0178,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-6.548212983680998e-08,0.8277673239812762
mc_borderline_0000,monte_carlo_borderline_operation,False,acceptable,0.7549592745526656,-6.618009489899048e-08,0.8277596660549762
mc_random_perm_0031,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-9.060213832123124e-08,0.8274917125158152
mc_borderline_0094,monte_carlo_borderline_operation,False,acceptable,0.7549592745526658,-9.488785439559779e-08,0.8274446905377558
mc_random_perm_0121,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-1.6240220363922596e-07,0.8267039372555178
mc_random_perm_0157,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-1.789050841669061e-07,0.8265228711109986
mc_random_perm_0071,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-3.608738218673115e-07,0.8245263482795354
mc_borderline_0050,monte_carlo_borderline_operation,False,acceptable,0.7549592745526658,-3.608738218673115e-07,0.8245263482795354
mc_borderline_0026,monte_carlo_borderline_operation,False,acceptable,0.7499999999999999,-5.6782322814793525e-08,0.8243912842527186
mc_random_perm_0094,monte_carlo_random_permutation,False,acceptable,0.7372357973713335,-6.618009489899048e-08,0.8153532320280437
mc_borderline_0049,monte_carlo_borderline_operation,False,acceptable,0.7372357973713335,-6.618009489899048e-08,0.8153532320280437
mc_random_perm_0248,monte_carlo_random_permutation,False,acceptable,0.7372357973713335,-6.618009489899048e-08,0.8153532320280437
mc_random_perm_0056,monte_carlo_random_permutation,False,acceptable,0.7372357973713336,-9.060213832123124e-08,0.8150852784888828
mc_borderline_0088,monte_carlo_borderline_operation,False,acceptable,0.7372357973713336,-1.0982863356883334e-07,0.8148743294147949
mc_random_perm_0096,monte_carlo_random_permutation,False,acceptable,0.7372357973713336,-1.4489975857985152e-07,0.8144895363855389
mc_random_perm_0033,monte_carlo_random_permutation,False,acceptable,0.7372357973713336,-1.711844827389347e-07,0.8142011459039348
mc_random_perm_0024,monte_carlo_random_permutation,False,acceptable,0.7353386950224436,-5.1166643077040895e-08,0.8141899848289117
mc_random_perm_0003,monte_carlo_random_permutation,False,acceptable,0.7353386950224436,-7.501944271622716e-08,0.8139282769131687
mc_random_perm_0188,monte_carlo_random_permutation,False,acceptable,0.7353386950224436,-1.0824459725838972e-07,0.8135637374847998
mc_borderline_0021,monte_carlo_borderline_operation,False,acceptable,0.7353386950224436,-1.2550683621149304e-07,0.8133743398188733
mc_borderline_0092,monte_carlo_borderline_operation,False,acceptable,0.7353386950224436,-1.3738622038897988e-07,0.8132440017067679
mc_random_perm_0234,monte_carlo_random_permutation,False,acceptable,0.7353386950224438,-1.409751175125188e-07,0.8132046250801152
mc_borderline_0078,monte_carlo_borderline_operation,False,acceptable,0.7372357973713336,-2.6428471680699083e-07,0.8131796696587268
mc_random_perm_0030,monte_carlo_random_permutation,False,acceptable,0.7372357973713336,-2.6428471680699083e-07,0.8131796696587268
