operation_id,source,is_real_corpus,quality_label,composite_quality_score,generating_element_rank_score,hybrid_score
mc_borderline_0038,monte_carlo_borderline_operation,False,acceptable,0.8020053616891103,-8.30294180308422e-07,0.8480262757956297
mc_random_perm_0134,monte_carlo_random_permutation,False,acceptable,0.8020053616891103,-8.30294180308422e-07,0.8480262757956297
mc_borderline_0027,monte_carlo_borderline_operation,False,acceptable,0.7951489847875546,-8.30294180308422e-07,0.8432268119645407
mc_random_perm_0150,monte_carlo_random_permutation,False,acceptable,0.788292607885999,-8.30294180308422e-07,0.8384273481334519
mc_borderline_0004,monte_carlo_borderline_operation,False,acceptable,0.788292607885999,-8.30294180308422e-07,0.8384273481334519
mc_borderline_0063,monte_carlo_borderline_operation,False,acceptable,0.7686720283557771,-1.1097990515843874e-08,0.8379057580764999
mc_random_perm_0241,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-1.1097990515843874e-08,0.8379057580764999
mc_random_perm_0204,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-1.1097990515843874e-08,0.8379057580764999
mc_random_perm_0083,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-1.1097990515843874e-08,0.8379057580764999
mc_borderline_0062,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-1.1097990515843874e-08,0.8331062942454108
mc_random_perm_0092,monte_carlo_random_permutation,False,acceptable,0.7618156514542214,-1.1097990515843874e-08,0.8331062942454108
mc_borderline_0031,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-1.1097990515843874e-08,0.8331062942454108
mc_borderline_0003,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-1.1097990515843874e-08,0.8331062942454108
mc_random_perm_0075,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-4.4376642950893575e-07,0.8309272486818841
mc_random_perm_0251,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-4.4376642950893575e-07,0.8309272486818841
mc_borderline_0081,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-4.4376642950893575e-07,0.8309272486818841
mc_borderline_0053,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-4.4376642950893575e-07,0.8309272486818841
mc_random_perm_0189,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-4.4376642950893575e-07,0.8309272486818841
mc_borderline_0012,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-4.4376642950893575e-07,0.8309272486818841
mc_random_perm_0121,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-1.1097990515843874e-08,0.828306830414322
mc_borderline_0087,monte_carlo_borderline_operation,False,acceptable,0.7549592745526658,-1.1097990515843874e-08,0.828306830414322
mc_random_perm_0031,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-1.1097990515843874e-08,0.828306830414322
mc_random_perm_0071,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-1.1097990515843874e-08,0.828306830414322
mc_borderline_0050,monte_carlo_borderline_operation,False,acceptable,0.7549592745526658,-1.1097990515843874e-08,0.828306830414322
mc_random_perm_0157,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-1.1097990515843874e-08,0.828306830414322
mc_borderline_0094,monte_carlo_borderline_operation,False,acceptable,0.7549592745526658,-1.1097990515843874e-08,0.828306830414322
mc_random_perm_0178,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-1.1097990515843874e-08,0.828306830414322
mc_random_perm_0016,monte_carlo_random_permutation,False,acceptable,0.7549592745526658,-1.1097990515843874e-08,0.828306830414322
mc_random_perm_0224,monte_carlo_random_permutation,False,acceptable,0.7618156514542213,-4.4376642950893575e-07,0.8261277848507951
mc_random_perm_0015,monte_carlo_random_permutation,False,acceptable,0.7705691307046668,-8.30294180308422e-07,0.8260209141065193
mc_borderline_0032,monte_carlo_borderline_operation,False,acceptable,0.7705691307046668,-8.30294180308422e-07,0.8260209141065193
mc_borderline_0005,monte_carlo_borderline_operation,False,acceptable,0.7705691307046668,-8.30294180308422e-07,0.8260209141065193
mc_borderline_0000,monte_carlo_borderline_operation,False,acceptable,0.7549592745526656,-4.4376642950893575e-07,0.8213283210197062
mc_random_perm_0110,monte_carlo_random_permutation,False,acceptable,0.7549592745526656,-4.4376642950893575e-07,0.8213283210197062
mc_random_perm_0237,monte_carlo_random_permutation,False,acceptable,0.7637127538031112,-8.30294180308422e-07,0.8212214502754304
mc_borderline_0070,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-8.30294180308422e-07,0.8212214502754304
mc_random_perm_0101,monte_carlo_random_permutation,False,acceptable,0.7637127538031112,-8.30294180308422e-07,0.8212214502754304
mc_borderline_0015,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-8.30294180308422e-07,0.8212214502754304
mc_borderline_0112,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-8.30294180308422e-07,0.8212214502754304
mc_random_perm_0200,monte_carlo_random_permutation,False,acceptable,0.7568563769015555,-8.30294180308422e-07,0.8164219864443414
mc_random_perm_0229,monte_carlo_random_permutation,False,acceptable,0.7568563769015555,-8.30294180308422e-07,0.8164219864443414
mc_random_perm_0096,monte_carlo_random_permutation,False,acceptable,0.7372357973713336,-1.1097990515843874e-08,0.8159003963873894
mc_borderline_0088,monte_carlo_borderline_operation,False,acceptable,0.7372357973713336,-1.1097990515843874e-08,0.8159003963873894
mc_random_perm_0030,monte_carlo_random_permutation,False,acceptable,0.7372357973713336,-1.1097990515843874e-08,0.8159003963873894
mc_random_perm_0033,monte_carlo_random_permutation,False,acceptable,0.7372357973713336,-1.1097990515843874e-08,0.8159003963873894
mc_borderline_0104,monte_carlo_borderline_operation,False,acceptable,0.7372357973713336,-1.1097990515843874e-08,0.8159003963873894
mc_random_perm_0056,monte_carlo_random_permutation,False,acceptable,0.7372357973713336,-1.1097990515843874e-08,0.8159003963873894
mc_borderline_0078,monte_carlo_borderline_operation,False,acceptable,0.7372357973713336,-1.1097990515843874e-08,0.8159003963873894
mc_random_perm_0234,monte_carlo_random_permutation,False,acceptable,0.7353386950224438,-5.563169525068296e-08,0.8138541406048727
mc_random_perm_0024,monte_carlo_random_permutation,False,acceptable,0.7353386950224436,-1.5228154187705218e-07,0.8122952751968943
mc_borderline_0044,monte_carlo_borderline_operation,False,acceptable,0.7353386950224436,-1.5228154187705218e-07,0.8122952751968943
mc_borderline_0021,monte_carlo_borderline_operation,False,acceptable,0.7353386950224436,-1.5228154187705218e-07,0.8122952751968943
mc_random_perm_0037,monte_carlo_random_permutation,False,acceptable,0.7353386950224436,-1.5228154187705218e-07,0.8122952751968943
mc_random_perm_0188,monte_carlo_random_permutation,False,acceptable,0.7353386950224436,-1.5228154187705218e-07,0.8122952751968943
mc_borderline_0092,monte_carlo_borderline_operation,False,acceptable,0.7353386950224436,-1.5228154187705218e-07,0.8122952751968943
mc_random_perm_0003,monte_carlo_random_permutation,False,acceptable,0.7353386950224436,-1.5228154187705218e-07,0.8122952751968943
mc_random_perm_0074,monte_carlo_random_permutation,False,acceptable,0.7353386950224436,-1.5228154187705218e-07,0.8122952751968943
mc_borderline_0026,monte_carlo_borderline_operation,False,acceptable,0.7499999999999999,-8.30294180308422e-07,0.8116225226132525
mc_random_perm_0124,monte_carlo_random_permutation,False,acceptable,0.730379420469778,-1.1097990515843874e-08,0.8111009325563006
mc_random_perm_0151,monte_carlo_random_permutation,False,acceptable,0.730379420469778,-1.1097990515843874e-08,0.8111009325563006
