operation_id,source,is_real_corpus,quality_label,composite_quality_score,generating_element_rank_score,hybrid_score
mc_borderline_0038,monte_carlo_borderline_operation,False,acceptable,0.8020053616891103,-1.1269094004517816e-07,0.8604592251522423
mc_random_perm_0134,monte_carlo_random_permutation,False,acceptable,0.8020053616891103,-3.2264365230195554e-07,0.8586489080886985
mc_borderline_0027,monte_carlo_borderline_operation,False,acceptable,0.7951489847875546,-2.731796449362283e-07,0.8542759476144983
mc_random_perm_0150,monte_carlo_random_permutation,False,acceptable,0.788292607885999,-3.069504285176753e-07,0.849185295233809
mc_borderline_0004,monte_carlo_borderline_operation,False,acceptable,0.788292607885999,-3.412219667348355e-07,0.8488897889278341
mc_borderline_0005,monte_carlo_borderline_operation,False,acceptable,0.7705691307046668,-1.1269094004517816e-07,0.8384538634631319
mc_random_perm_0015,monte_carlo_random_permutation,False,acceptable,0.7705691307046668,-1.1796884540827108e-07,0.8384083547291132
mc_borderline_0032,monte_carlo_borderline_operation,False,acceptable,0.7705691307046668,-1.5425186514184825e-07,0.838095504425659
mc_borderline_0063,monte_carlo_borderline_operation,False,acceptable,0.7686720283557771,-1.4398340187978456e-07,0.8368560725962348
mc_random_perm_0251,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-1.5295306438947025e-07,0.8367787316896993
mc_random_perm_0189,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-2.1302919463051172e-07,0.8362607253133204
mc_random_perm_0241,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-2.224337656143989e-07,0.8361796344088763
mc_random_perm_0204,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-3.000293464442394e-07,0.8355105665863084
mc_borderline_0012,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-3.296937072936657e-07,0.8352547856628442
mc_borderline_0081,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-4.074398785986321e-07,0.8345844193740466
mc_random_perm_0083,monte_carlo_random_permutation,False,acceptable,0.7686720283557771,-4.488365942281577e-07,0.8342274762325494
mc_borderline_0070,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-8.931950006137707e-08,0.8338559198512745
mc_random_perm_0075,monte_carlo_random_permutation,False,acceptable,0.768672028355777,-5.032341116394626e-07,0.8337584336899426
mc_borderline_0112,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-1.0816450198923946e-07,0.8336934288399138
mc_random_perm_0101,monte_carlo_random_permutation,False,acceptable,0.7637127538031112,-1.1400738595679925e-07,0.8336430485784108
mc_borderline_0053,monte_carlo_borderline_operation,False,acceptable,0.768672028355777,-5.686327753440506e-07,0.833194533773791
mc_random_perm_0237,monte_carlo_random_permutation,False,acceptable,0.7637127538031112,-1.8980304889088552e-07,0.8329895005462026
mc_borderline_0015,monte_carlo_borderline_operation,False,acceptable,0.7637127538031112,-2.068765823701334e-07,0.8328422840198704
mc_random_perm_0224,monte_carlo_random_permutation,False,acceptable,0.7618156514542213,-1.5218400496753225e-07,0.8319858990727511
mc_borderline_0062,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-2.0544833965193359e-07,0.8315266273971391
mc_random_perm_0092,monte_carlo_random_permutation,False,acceptable,0.7618156514542214,-2.4782961930064557e-07,0.8311611948533144
mc_borderline_0003,monte_carlo_borderline_operation,False,acceptable,0.7618156514542214,-2.47927483975855e-07,0.8311603510152445
